embedding	outer_AUC	outer_AUPRC	outer_PR@10	outer_time	orig_pos_pairs	filtered_pos_pairs
MASHUP	0.6460407651836184	0.1798667945978256	0.3666666666666667	50.8624153137207	5966.0	2535.0
GENEPT-MODEL3	0.6430039024143404	0.1683925155806513	0.1999999999999999	151.42157745361328	5966.0	2535.0
PPI-RAW	0.6412982946250024	0.1828193013308435	0.3666666666666667	1049.7082315286	5966.0	2535.0
BIOCONCEPTVEC-CBOW	0.6108031998559664	0.1640697150095626	0.4666666666666666	5.948326985041301	5966.0	2535.0
T5	0.6008128742314746	0.1445043080924526	0.1666666666666666	52.21452188491821	5966.0	2535.0
SEQVEC	0.5861915424975789	0.13327363484634	0.1999999999999999	65.65404335657756	5966.0	2535.0
BIOCONCEPTVEC-GLOVE	0.585819873283154	0.1348360815830543	0.0999999999999999	9.188512325286863	5966.0	2535.0
GENEPT-ADA	0.5854982749719494	0.14431848150282	0.2666666666666666	114.64024074872334	5966.0	2535.0
BIOCONCEPTVEC-FASTTEXT	0.5844998669293663	0.1449776547669825	0.3333333333333333	8.06478182474772	5966.0	2535.0
MUT2VEC	0.5815544854136426	0.1367313749416696	0.1999999999999999	16.16027609507243	5966.0	2535.0
KSEP	0.5764834667412898	0.1259593950035851	0.1333333333333333	21.79838554064433	5966.0	2535.0
BIOCONCEPTVEC-SKIP-GRAM	0.5756474031692506	0.147740401747761	0.3666666666666667	5.468327045440674	5966.0	2535.0
BERT-BFD	0.5756297886483549	0.1271415507072697	0.1333333333333333	63.14972424507141	5966.0	2535.0
NODE2VEC	0.5728253894399162	0.1417880162084658	0.3333333333333333	9.445165952046713	5966.0	2535.0
UNIREP	0.5711119758439916	0.122165669882197	0.1333333333333333	2291.926544984182	5966.0	2535.0
XLNET	0.5710476970526008	0.1217082210639926	0.1333333333333333	65.20325414339702	5966.0	2535.0
ESM2	0.5639248067536976	0.1207873207616149	0.1666666666666666	65.52423079808553	5966.0	2535.0
CPC-PROT	0.5609005630986929	0.1188628840172225	0.0333333333333333	29.27505048116048	5966.0	2535.0
ALBERT	0.5559974474897905	0.1318596541039416	0.3	214.35594352086383	5966.0	2535.0
SCGPT-PANCANCER	0.5541590440108933	0.1267609021471771	0.2	29.121834595998127	5966.0	2535.0
BERT-PFAM	0.5501501733356547	0.1124967884362331	0.0666666666666666	42.190412282943726	5966.0	2535.0
GF-12L30M	0.548158363793357	0.1185155325790646	0.1666666666666666	23.38218855857849	5966.0	2535.0
AAC	0.547103261168679	0.1096939337098594	0.0	2.6302661101023355	5966.0	2535.0
LEARNED-VEC	0.544824195548943	0.1071522886240066	0.0333333333333333	3.513860861460368	5966.0	2535.0
ESMB1	0.5438239637194535	0.1190067500911126	0.2333333333333333	99.1174229780833	5966.0	2535.0
SCGPT-HUMAN	0.5435468481950874	0.1152202223195889	0.1666666666666666	32.15308984120687	5966.0	2535.0
FROGS-ARCHS4	0.5408875400945834	0.1131757539181014	0.1333333333333333	14.113194624582926	5966.0	2535.0
HMMER	0.5343293546258867	0.1142583387889428	0.1999999999999999	1720.9224930604298	5966.0	2535.0
BLAST	0.5329318379460536	0.1122174954311262	0.0333333333333333	2563.749811569849	5966.0	2535.0
PFAM	0.528055054627299	0.1126622424407878	0.1666666666666666	911.9368596076964	5966.0	2535.0
GF-12L95M	0.5264190438844597	0.1054406859529352	0.0333333333333333	27.7803594271342	5966.0	2535.0
PROTVEC	0.5262518393941829	0.1091914485590124	0.0666666666666666	8.643502950668335	5966.0	2535.0
GENE2VEC	0.5214425399750896	0.1037209522034628	0.1	8.57954732577006	5966.0	2535.0
APAAC	0.5202014379604513	0.1119923937936735	0.0999999999999999	7.466171026229858	5966.0	2535.0
GF-20L95M	0.5139200126618774	0.1046024806594139	0.0666666666666666	50.03704317410787	5966.0	2535.0
TCGA-EMBEDDING	0.5129407005000152	0.1043265298023662	0.1	5.281469027201335	5966.0	2535.0
GF-12L95MCANCER	0.5110188098437375	0.1020036464695578	0.0	31.81536316871643	5966.0	2535.0
GF-6L30M	0.4761683455784912	0.0939331369990256	0.0666666666666666	11.798629681269327	5966.0	2535.0
