embedding	outer_AUC	outer_AUPRC	outer_PR@10	outer_time	orig_pos_pairs	filtered_pos_pairs
GENEPT-MODEL3	0.8426683893253064	0.4224279891572162	0.6333333333333333	3.2632504304250083	2124.0	734.0
ESMB1	0.8224818517591811	0.2957764993064357	0.4333333333333333	4.329346895217896	2124.0	734.0
BIOCONCEPTVEC-SKIP-GRAM	0.805791251974549	0.3354555073060103	0.5666666666666668	0.2436331907908121	2124.0	734.0
GENEPT-ADA	0.8043980977794242	0.4218081408023152	0.6666666666666666	1.66189702351888	2124.0	734.0
ALBERT	0.8037797808742461	0.3251097782450245	0.4666666666666666	5.810275952021281	2124.0	734.0
ESM2	0.7766381171000152	0.2405311740667231	0.1999999999999999	4.292048215866089	2124.0	734.0
BERT-PFAM	0.7748811665399176	0.312567990827269	0.4666666666666666	1.020437240600586	2124.0	734.0
T5	0.761934973412376	0.2433658665893476	0.3333333333333333	0.7458959420522054	2124.0	734.0
XLNET	0.7477037721329016	0.2605210450897918	0.2666666666666666	1.948420524597168	2124.0	734.0
MASHUP	0.7252402512032274	0.1893058683981895	0.2333333333333333	3.529151439666748	2124.0	734.0
BIOCONCEPTVEC-FASTTEXT	0.7174385262691287	0.1782756922479037	0.3	0.2104057470957438	2124.0	734.0
PPI-RAW	0.7141941456961393	0.1850899315949132	0.0333333333333333	80.50014893213908	2124.0	734.0
PROTVEC	0.7094467644215469	0.2129879142319774	0.1666666666666666	0.3054309686024983	2124.0	734.0
BERT-BFD	0.7023509887853728	0.1459600966499639	0.2	1.7953026294708252	2124.0	734.0
KSEP	0.6945813095817951	0.2653249485027959	0.3333333333333333	0.7137061754862467	2124.0	734.0
TCGA-EMBEDDING	0.6853184505955348	0.1908400769989723	0.3666666666666667	0.2182748317718505	2124.0	734.0
NODE2VEC	0.6844715725910734	0.1573541338303031	0.3	0.340105136235555	2124.0	734.0
BIOCONCEPTVEC-CBOW	0.677130101592924	0.194266349874576	0.3666666666666667	0.4865933259328206	2124.0	734.0
LEARNED-VEC	0.6713708030253865	0.1373543990026502	0.1333333333333333	0.3091033299763997	2124.0	734.0
CPC-PROT	0.6700954527331767	0.201824137329743	0.3	0.552758534749349	2124.0	734.0
GF-12L30M	0.6648938816241526	0.1410311862578905	0.1333333333333333	0.9575746059417723	2124.0	734.0
UNIREP	0.6622443659675761	0.1775539148554626	0.0999999999999999	13.248720089594524	2124.0	734.0
GF-6L30M	0.6583188340137375	0.1581519618610063	0.1999999999999999	0.5357280572255453	2124.0	734.0
APAAC	0.6515979410637066	0.1763730695536005	0.1999999999999999	0.296574592590332	2124.0	734.0
SEQVEC	0.6495433024840875	0.1245056057567968	0.0999999999999999	1.5713369051615398	2124.0	734.0
GF-12L95MCANCER	0.6473179336913327	0.1220294898016132	0.0666666666666666	0.4233752091725667	2124.0	734.0
AAC	0.6240122093701057	0.1318501802679127	0.2666666666666666	0.1179975668589274	2124.0	734.0
GF-12L95M	0.6216060001108689	0.0934710736186475	0.0333333333333333	0.6305782794952393	2124.0	734.0
GF-20L95M	0.5963007362793444	0.1033754480439215	0.1333333333333333	1.9788918495178225	2124.0	734.0
BIOCONCEPTVEC-GLOVE	0.5761925186690179	0.1374891575607867	0.1999999999999999	0.506193478902181	2124.0	734.0
HMMER	0.5449231977238742	0.1202998569612778	0.3333333333333333	207.0747501850128	2124.0	734.0
SCGPT-PANCANCER	0.5442380739267175	0.0886871949103338	0.0666666666666666	4.074920892715454	2124.0	734.0
BLAST	0.5293608707151133	0.1084379173119262	0.1666666666666666	258.8801287015279	2124.0	734.0
SCGPT-HUMAN	0.528811090116871	0.0808100375082468	0.0666666666666666	3.810328563054403	2124.0	734.0
GENE2VEC	0.5187193445844877	0.0862368941511069	0.0666666666666666	1.1205604076385498	2124.0	734.0
MUT2VEC	0.4946444356846421	0.0935106975474392	0.0999999999999999	0.803315003712972	2124.0	734.0
FROGS-ARCHS4	0.4914346500852078	0.0766899963940612	0.0666666666666666	1.749803940455119	2124.0	734.0
PFAM	0.4844635960529388	0.0747881922275764	0.0333333333333333	52.48447489738464	2124.0	734.0
